日付,Prefecture,都道府県,性別,年代,前職種,エントリー数,面談実施数
2025-08-19,Hokkaido,北海道,女性,50歳代,管理職,1,1
2025-08-19,Hokkaido,北海道,女性,50歳代,販売・サービス,1,1
2025-08-19,Hokkaido,北海道,女性,60歳代,士業,1,1
2025-08-19,Hokkaido,北海道,女性,60歳代,管理職,1,0
2025-08-19,Hokkaido,北海道,男性,20歳代,IT・技術職,1,0
2025-08-19,Hokkaido,北海道,男性,20歳代,一般事務,1,0
2025-08-19,Hokkaido,北海道,男性,20歳代,医療・福祉,1,0
2025-08-19,Hokkaido,北海道,男性,20歳代,営業,1,0
2025-08-19,Hokkaido,北海道,男性,20歳代,営業事務,1,0
2025-08-19,Hokkaido,北海道,男性,20歳代,士業,1,0
2025-08-19,Hokkaido,北海道,男性,20歳代,管理職,1,0
2025-08-19,Hokkaido,北海道,男性,20歳代,販売・サービス,1,0
2025-08-19,Hokkaido,北海道,男性,30歳代,IT・技術職,2,0
2025-08-19,Hokkaido,北海道,男性,30歳代,一般事務,2,1
2025-08-19,Hokkaido,北海道,男性,30歳代,医療・福祉,1,0
2025-08-19,Hokkaido,北海道,男性,30歳代,営業,4,2
2025-08-19,Hokkaido,北海道,男性,30歳代,営業事務,4,0
2025-08-19,Hokkaido,北海道,男性,30歳代,士業,3,2
2025-08-19,Hokkaido,北海道,男性,30歳代,管理職,1,1
2025-08-19,Hokkaido,北海道,男性,30歳代,販売・サービス,1,0
2025-08-19,Hokkaido,北海道,男性,40歳代,一般事務,5,0
2025-08-19,Hokkaido,北海道,男性,40歳代,営業,1,0
2025-08-19,Hokkaido,北海道,男性,40歳代,士業,1,1
2025-08-19,Hokkaido,北海道,男性,40歳代,管理職,1,0
2025-08-19,Hokkaido,北海道,男性,40歳代,製造・技能職,2,1
2025-08-19,Hokkaido,北海道,男性,40歳代,販売・サービス,1,0
2025-08-19,Hokkaido,北海道,男性,50歳代,営業,1,1
2025-08-19,Hokkaido,北海道,男性,50歳代,製造・技能職,1,0
2025-08-19,Hokkaido,北海道,男性,60歳代,販売・サービス,1,1
2025-08-19,Hyogo,兵庫県,女性,20歳代,IT・技術職,1,0
2025-08-19,Hyogo,兵庫県,女性,20歳代,一般事務,1,0
2025-08-19,Hyogo,兵庫県,女性,20歳代,医療・福祉,1,1
2025-08-19,Hyogo,兵庫県,女性,20歳代,営業,1,0
2025-08-19,Hyogo,兵庫県,女性,30歳代,IT・技術職,1,1
2025-08-19,Hyogo,兵庫県,女性,30歳代,一般事務,2,2
2025-08-19,Hyogo,兵庫県,女性,30歳代,営業,2,2
2025-08-19,Hyogo,兵庫県,女性,30歳代,営業事務,1,1
2025-08-19,Hyogo,兵庫県,女性,30歳代,製造・技能職,1,0
2025-08-19,Hyogo,兵庫県,女性,40歳代,医療・福祉,2,1
2025-08-19,Hyogo,兵庫県,女性,40歳代,営業,1,1
2025-08-19,Hyogo,兵庫県,女性,40歳代,士業,1,1
2025-08-19,Hyogo,兵庫県,女性,40歳代,製造・技能職,1,0
2025-08-19,Hyogo,兵庫県,女性,40歳代,販売・サービス,1,0
2025-08-19,Hyogo,兵庫県,女性,50歳代,一般事務,1,0
2025-08-19,Hyogo,兵庫県,女性,50歳代,営業,1,0
2025-08-19,Hyogo,兵庫県,女性,50歳代,営業事務,1,0
2025-08-19,Hyogo,兵庫県,女性,50歳代,製造・技能職,1,0
2025-08-19,Hyogo,兵庫県,女性,50歳代,販売・サービス,1,0
2025-08-19,Hyogo,兵庫県,女性,60歳代,管理職,1,1
2025-08-19,Hyogo,兵庫県,男性,20歳代,IT・技術職,3,1
2025-08-19,Hyogo,兵庫県,男性,20歳代,一般事務,2,0
2025-08-19,Hyogo,兵庫県,男性,20歳代,営業,1,1
2025-08-19,Hyogo,兵庫県,男性,20歳代,営業事務,1,0
2025-08-19,Hyogo,兵庫県,男性,20歳代,士業,1,0
2025-08-19,Hyogo,兵庫県,男性,20歳代,管理職,1,0
2025-08-19,Hyogo,兵庫県,男性,30歳代,医療・福祉,1,1
2025-08-19,Hyogo,兵庫県,男性,30歳代,営業,2,0
2025-08-19,Hyogo,兵庫県,男性,30歳代,営業事務,1,1
2025-08-19,Hyogo,兵庫県,男性,30歳代,士業,1,0
2025-08-19,Hyogo,兵庫県,男性,30歳代,管理職,3,3
2025-08-19,Hyogo,兵庫県,男性,30歳代,製造・技能職,2,1
2025-08-19,Hyogo,兵庫県,男性,30歳代,販売・サービス,1,1
2025-08-19,Hyogo,兵庫県,男性,40歳代,IT・技術職,1,1
2025-08-19,Hyogo,兵庫県,男性,40歳代,医療・福祉,1,0
2025-08-19,Hyogo,兵庫県,男性,40歳代,営業,1,1
2025-08-19,Hyogo,兵庫県,男性,40歳代,営業事務,1,1
2025-08-19,Hyogo,兵庫県,男性,40歳代,管理職,1,1
2025-08-19,Hyogo,兵庫県,男性,40歳代,製造・技能職,2,1
2025-08-19,Hyogo,兵庫県,男性,40歳代,販売・サービス,1,0
2025-08-19,Hyogo,兵庫県,男性,50歳代,IT・技術職,1,0
2025-08-19,Hyogo,兵庫県,男性,50歳代,一般事務,1,0
2025-08-19,Hyogo,兵庫県,男性,50歳代,営業,1,0
2025-08-19,Hyogo,兵庫県,男性,50歳代,製造・技能職,1,0
2025-08-19,Hyogo,兵庫県,男性,50歳代,販売・サービス,1,0
2025-08-19,Hyogo,兵庫県,男性,60歳代,IT・技術職,1,0
2025-08-19,Ibaraki,茨城県,女性,20歳代,IT・技術職,1,1
2025-08-19,Ibaraki,茨城県,女性,20歳代,営業事務,2,1
2025-08-19,Ibaraki,茨城県,女性,20歳代,販売・サービス,1,0
2025-08-19,Ibaraki,茨城県,女性,30歳代,営業,1,0
2025-08-19,Ibaraki,茨城県,女性,30歳代,士業,1,1
2025-08-19,Ibaraki,茨城県,女性,30歳代,製造・技能職,1,0
2025-08-19,Ibaraki,茨城県,女性,30歳代,販売・サービス,1,0
2025-08-19,Ibaraki,茨城県,女性,40歳代,IT・技術職,1,0
2025-08-19,Ibaraki,茨城県,女性,40歳代,一般事務,4,4
2025-08-19,Ibaraki,茨城県,女性,40歳代,医療・福祉,1,1
2025-08-19,Ibaraki,茨城県,女性,40歳代,営業事務,1,1
2025-08-19,Ibaraki,茨城県,女性,40歳代,製造・技能職,1,1
2025-08-19,Ibaraki,茨城県,女性,50歳代,IT・技術職,1,0
2025-08-19,Ibaraki,茨城県,女性,50歳代,医療・福祉,1,0
2025-08-19,Ibaraki,茨城県,女性,50歳代,営業事務,1,1
2025-08-19,Ibaraki,茨城県,女性,50歳代,製造・技能職,1,0
2025-08-19,Ibaraki,茨城県,女性,60歳代,管理職,1,0
2025-08-19,Ibaraki,茨城県,男性,20歳代,一般事務,1,0
2025-08-19,Ibaraki,茨城県,男性,20歳代,医療・福祉,1,0
2025-08-19,Ibaraki,茨城県,男性,20歳代,営業,1,0
2025-08-19,Ibaraki,茨城県,男性,20歳代,営業事務,1,0
2025-08-19,Ibaraki,茨城県,男性,20歳代,士業,1,0
2025-08-19,Ibaraki,茨城県,男性,20歳代,製造・技能職,1,0
2025-08-19,Ibaraki,茨城県,男性,30歳代,IT・技術職,1,0
2025-08-19,Ibaraki,茨城県,男性,30歳代,医療・福祉,1,1
2025-08-19,Ibaraki,茨城県,男性,30歳代,管理職,2,2
2025-08-19,Ibaraki,茨城県,男性,30歳代,製造・技能職,1,1
2025-08-19,Ibaraki,茨城県,男性,30歳代,販売・サービス,1,1
2025-08-19,Ibaraki,茨城県,男性,40歳代,IT・技術職,1,1
2025-08-19,Ibaraki,茨城県,男性,40歳代,一般事務,2,1
2025-08-19,Ibaraki,茨城県,男性,40歳代,医療・福祉,1,0
2025-08-19,Ibaraki,茨城県,男性,40歳代,営業,1,1
2025-08-19,Ibaraki,茨城県,男性,40歳代,販売・サービス,1,0
2025-08-19,Ibaraki,茨城県,男性,50歳代,一般事務,1,0
2025-08-19,Ibaraki,茨城県,男性,50歳代,士業,1,0
2025-08-19,Ibaraki,茨城県,男性,50歳代,販売・サービス,1,0
2025-08-19,Ibaraki,茨城県,男性,60歳代,IT・技術職,1,0
2025-08-19,Ishikawa,石川県,女性,20歳代,医療・福祉,1,1
2025-08-19,Ishikawa,石川県,女性,30歳代,士業,1,0
2025-08-19,Ishikawa,石川県,女性,30歳代,製造・技能職,1,1
2025-08-19,Ishikawa,石川県,女性,40歳代,一般事務,1,1
2025-08-19,Ishikawa,石川県,女性,40歳代,営業事務,1,1
2025-08-19,Ishikawa,石川県,女性,40歳代,販売・サービス,1,1
2025-08-19,Ishikawa,石川県,女性,50歳代,営業,1,0
2025-08-19,Ishikawa,石川県,男性,20歳代,営業事務,1,0
2025-08-19,Ishikawa,石川県,男性,30歳代,営業,2,1
2025-08-19,Ishikawa,石川県,男性,30歳代,営業事務,1,1
2025-08-19,Ishikawa,石川県,男性,40歳代,医療・福祉,1,0
2025-08-19,Ishikawa,石川県,男性,40歳代,管理職,1,1
2025-08-19,Iwate,岩手県,女性,30歳代,IT・技術職,1,0
2025-08-19,Iwate,岩手県,女性,30歳代,営業事務,1,0
2025-08-19,Iwate,岩手県,女性,40歳代,一般事務,1,0
2025-08-19,Iwate,岩手県,女性,40歳代,営業,1,0
2025-08-19,Iwate,岩手県,女性,50歳代,営業,1,0
2025-08-19,Iwate,岩手県,女性,60歳代,販売・サービス,1,0
2025-08-19,Iwate,岩手県,男性,20歳代,IT・技術職,1,0
2025-08-19,Iwate,岩手県,男性,20歳代,製造・技能職,1,0
2025-08-19,Iwate,岩手県,男性,40歳代,IT・技術職,1,0
2025-08-19,Iwate,岩手県,男性,40歳代,営業事務,1,0
2025-08-19,Iwate,岩手県,男性,40歳代,士業,1,1
2025-08-19,Iwate,岩手県,男性,60歳代,営業,1,0
2025-08-19,Kagawa,香川県,女性,20歳代,販売・サービス,1,0
2025-08-19,Kagawa,香川県,女性,40歳代,医療・福祉,1,1
2025-08-19,Kagawa,香川県,女性,40歳代,管理職,1,1
2025-08-19,Kagawa,香川県,女性,50歳代,IT・技術職,1,0
2025-08-19,Kagawa,香川県,女性,50歳代,一般事務,1,0
2025-08-19,Kagawa,香川県,男性,20歳代,IT・技術職,1,0
2025-08-19,Kagawa,香川県,男性,30歳代,製造・技能職,1,0
2025-08-19,Kagawa,香川県,男性,40歳代,IT・技術職,1,0
2025-08-19,Kagawa,香川県,男性,50歳代,製造・技能職,1,0
2025-08-19,Kagoshima,鹿児島県,女性,30歳代,IT・技術職,1,0
2025-08-19,Kagoshima,鹿児島県,女性,30歳代,一般事務,1,1
2025-08-19,Kagoshima,鹿児島県,女性,30歳代,士業,1,1
2025-08-19,Kagoshima,鹿児島県,女性,30歳代,製造・技能職,2,1
2025-08-19,Kagoshima,鹿児島県,女性,40歳代,営業,1,0
2025-08-19,Kagoshima,鹿児島県,女性,50歳代,製造・技能職,1,0
2025-08-19,Kagoshima,鹿児島県,男性,30歳代,IT・技術職,1,0
2025-08-19,Kagoshima,鹿児島県,男性,30歳代,医療・福祉,1,0
2025-08-19,Kagoshima,鹿児島県,男性,30歳代,営業事務,1,1
2025-08-19,Kagoshima,鹿児島県,男性,30歳代,管理職,1,1
2025-08-19,Kagoshima,鹿児島県,男性,30歳代,製造・技能職,1,1
2025-08-19,Kagoshima,鹿児島県,男性,30歳代,販売・サービス,1,0
2025-08-19,Kagoshima,鹿児島県,男性,40歳代,医療・福祉,1,0
2025-08-19,Kagoshima,鹿児島県,男性,40歳代,営業事務,1,1
2025-08-19,Kagoshima,鹿児島県,男性,50歳代,士業,1,0
2025-08-19,Kanagawa,神奈川県,女性,20歳代,IT・技術職,2,0
2025-08-19,Kanagawa,神奈川県,女性,20歳代,一般事務,2,1
2025-08-19,Kanagawa,神奈川県,女性,20歳代,営業,2,0
2025-08-19,Kanagawa,神奈川県,女性,20歳代,営業事務,2,0
2025-08-19,Kanagawa,神奈川県,女性,20歳代,士業,2,0
2025-08-19,Kanagawa,神奈川県,女性,20歳代,製造・技能職,1,0
2025-08-19,Kanagawa,神奈川県,女性,20歳代,販売・サービス,2,0
2025-08-19,Kanagawa,神奈川県,女性,30歳代,IT・技術職,1,1
2025-08-19,Kanagawa,神奈川県,女性,30歳代,一般事務,2,1
2025-08-19,Kanagawa,神奈川県,女性,30歳代,医療・福祉,3,2
2025-08-19,Kanagawa,神奈川県,女性,30歳代,営業,1,0
2025-08-19,Kanagawa,神奈川県,女性,30歳代,営業事務,2,0
2025-08-19,Kanagawa,神奈川県,女性,30歳代,士業,3,3
2025-08-19,Kanagawa,神奈川県,女性,30歳代,管理職,2,0
2025-08-19,Kanagawa,神奈川県,女性,30歳代,製造・技能職,4,2
2025-08-19,Kanagawa,神奈川県,女性,30歳代,販売・サービス,2,0
2025-08-19,Kanagawa,神奈川県,女性,40歳代,IT・技術職,3,1
2025-08-19,Kanagawa,神奈川県,女性,40歳代,一般事務,4,4
2025-08-19,Kanagawa,神奈川県,女性,40歳代,営業,6,2
2025-08-19,Kanagawa,神奈川県,女性,40歳代,営業事務,2,2
2025-08-19,Kanagawa,神奈川県,女性,40歳代,管理職,2,0
2025-08-19,Kanagawa,神奈川県,女性,40歳代,製造・技能職,1,1
2025-08-19,Kanagawa,神奈川県,女性,40歳代,販売・サービス,1,1
2025-08-19,Kanagawa,神奈川県,女性,50歳代,IT・技術職,1,1
2025-08-19,Kanagawa,神奈川県,女性,50歳代,一般事務,1,0
2025-08-19,Kanagawa,神奈川県,女性,50歳代,医療・福祉,1,0
2025-08-19,Kanagawa,神奈川県,女性,50歳代,営業,1,0
2025-08-19,Kanagawa,神奈川県,女性,50歳代,士業,1,0
2025-08-19,Kanagawa,神奈川県,女性,50歳代,管理職,1,1
2025-08-19,Kanagawa,神奈川県,女性,50歳代,販売・サービス,2,0
2025-08-19,Kanagawa,神奈川県,女性,60歳代,IT・技術職,1,1
2025-08-19,Kanagawa,神奈川県,女性,60歳代,一般事務,1,1
2025-08-19,Kanagawa,神奈川県,女性,60歳代,医療・福祉,1,0
2025-08-19,Kanagawa,神奈川県,女性,60歳代,営業,1,1
2025-08-19,Kanagawa,神奈川県,女性,60歳代,営業事務,1,1
2025-08-19,Kanagawa,神奈川県,女性,60歳代,販売・サービス,1,0
2025-08-19,Kanagawa,神奈川県,男性,20歳代,IT・技術職,3,0
2025-08-19,Kanagawa,神奈川県,男性,20歳代,一般事務,6,3
2025-08-19,Kanagawa,神奈川県,男性,20歳代,医療・福祉,3,0
2025-08-19,Kanagawa,神奈川県,男性,20歳代,営業,1,1
2025-08-19,Kanagawa,神奈川県,男性,20歳代,営業事務,5,0
2025-08-19,Kanagawa,神奈川県,男性,20歳代,士業,1,0
2025-08-19,Kanagawa,神奈川県,男性,20歳代,管理職,1,1
2025-08-19,Kanagawa,神奈川県,男性,20歳代,製造・技能職,1,0
2025-08-19,Kanagawa,神奈川県,男性,20歳代,販売・サービス,3,1
2025-08-19,Kanagawa,神奈川県,男性,30歳代,IT・技術職,4,1
2025-08-19,Kanagawa,神奈川県,男性,30歳代,一般事務,6,2
2025-08-19,Kanagawa,神奈川県,男性,30歳代,医療・福祉,1,0
2025-08-19,Kanagawa,神奈川県,男性,30歳代,営業,1,1
2025-08-19,Kanagawa,神奈川県,男性,30歳代,営業事務,2,0
2025-08-19,Kanagawa,神奈川県,男性,30歳代,士業,1,0
2025-08-19,Kanagawa,神奈川県,男性,30歳代,管理職,2,0
2025-08-19,Kanagawa,神奈川県,男性,30歳代,販売・サービス,2,1
2025-08-19,Kanagawa,神奈川県,男性,40歳代,IT・技術職,8,7
2025-08-19,Kanagawa,神奈川県,男性,40歳代,一般事務,6,5
2025-08-19,Kanagawa,神奈川県,男性,40歳代,医療・福祉,4,4
2025-08-19,Kanagawa,神奈川県,男性,40歳代,営業,1,1
2025-08-19,Kanagawa,神奈川県,男性,40歳代,管理職,1,1
2025-08-19,Kanagawa,神奈川県,男性,40歳代,製造・技能職,1,1
2025-08-19,Kanagawa,神奈川県,男性,40歳代,販売・サービス,1,0
2025-08-19,Kanagawa,神奈川県,男性,50歳代,一般事務,4,2
2025-08-19,Kanagawa,神奈川県,男性,50歳代,医療・福祉,1,0
2025-08-19,Kanagawa,神奈川県,男性,50歳代,営業,5,3
2025-08-19,Kanagawa,神奈川県,男性,50歳代,営業事務,2,0
2025-08-19,Kanagawa,神奈川県,男性,60歳代,IT・技術職,1,1
2025-08-19,Kanagawa,神奈川県,男性,60歳代,一般事務,1,0
2025-08-19,Kanagawa,神奈川県,男性,60歳代,営業,1,0
2025-08-19,Kanagawa,神奈川県,男性,60歳代,管理職,1,0
2025-08-19,Kochi,高知県,女性,30歳代,IT・技術職,1,1
2025-08-19,Kochi,高知県,女性,30歳代,医療・福祉,1,0
2025-08-19,Kochi,高知県,男性,20歳代,医療・福祉,1,1
2025-08-19,Kochi,高知県,男性,30歳代,一般事務,1,0
2025-08-19,Kochi,高知県,男性,40歳代,営業事務,1,0
2025-08-19,Kochi,高知県,男性,50歳代,医療・福祉,1,0
2025-08-19,Kumamoto,熊本県,女性,20歳代,一般事務,1,1
2025-08-19,Kumamoto,熊本県,女性,20歳代,医療・福祉,1,1
2025-08-19,Kumamoto,熊本県,女性,30歳代,営業,1,0
2025-08-19,Kumamoto,熊本県,女性,40歳代,医療・福祉,1,1
2025-08-19,Kumamoto,熊本県,女性,40歳代,営業,1,1
2025-08-19,Kumamoto,熊本県,女性,40歳代,販売・サービス,1,0
2025-08-19,Kumamoto,熊本県,女性,50歳代,医療・福祉,1,0
2025-08-19,Kumamoto,熊本県,女性,50歳代,管理職,1,1
2025-08-19,Kumamoto,熊本県,女性,60歳代,士業,2,0
2025-08-19,Kumamoto,熊本県,男性,20歳代,営業,1,1
2025-08-19,Kumamoto,熊本県,男性,30歳代,IT・技術職,1,1
2025-08-19,Kumamoto,熊本県,男性,40歳代,一般事務,1,0
2025-08-19,Kumamoto,熊本県,男性,40歳代,医療・福祉,1,1
2025-08-19,Kumamoto,熊本県,男性,40歳代,管理職,1,0
2025-08-19,Kumamoto,熊本県,男性,50歳代,IT・技術職,2,1
2025-08-19,Kumamoto,熊本県,男性,60歳代,営業事務,1,0
2025-08-19,Kyoto,京都府,女性,20歳代,医療・福祉,1,0
2025-08-19,Kyoto,京都府,女性,20歳代,営業,1,0
2025-08-19,Kyoto,京都府,女性,30歳代,一般事務,2,2
2025-08-19,Kyoto,京都府,女性,30歳代,医療・福祉,1,1
2025-08-19,Kyoto,京都府,女性,30歳代,営業,1,0
2025-08-19,Kyoto,京都府,女性,40歳代,医療・福祉,1,0
2025-08-19,Kyoto,京都府,女性,40歳代,営業,2,1
2025-08-19,Kyoto,京都府,女性,40歳代,営業事務,1,1
2025-08-19,Kyoto,京都府,女性,40歳代,管理職,1,0
2025-08-19,Kyoto,京都府,女性,50歳代,IT・技術職,1,0
2025-08-19,Kyoto,京都府,女性,60歳代,一般事務,1,0
2025-08-19,Kyoto,京都府,女性,60歳代,士業,1,0
2025-08-19,Kyoto,京都府,男性,20歳代,営業,1,1
2025-08-19,Kyoto,京都府,男性,20歳代,製造・技能職,2,1
2025-08-19,Kyoto,京都府,男性,20歳代,販売・サービス,2,0
2025-08-19,Kyoto,京都府,男性,30歳代,営業,2,1
2025-08-19,Kyoto,京都府,男性,40歳代,IT・技術職,1,1
2025-08-19,Kyoto,京都府,男性,40歳代,営業事務,1,1
2025-08-19,Kyoto,京都府,男性,50歳代,営業,1,1
2025-08-19,Kyoto,京都府,男性,50歳代,管理職,1,0
2025-08-19,Kyoto,京都府,男性,50歳代,販売・サービス,1,0
2025-08-19,Mie,三重県,女性,20歳代,営業,1,0
2025-08-19,Mie,三重県,女性,20歳代,販売・サービス,1,1
2025-08-19,Mie,三重県,女性,30歳代,IT・技術職,2,1
2025-08-19,Mie,三重県,女性,30歳代,医療・福祉,1,1
2025-08-19,Mie,三重県,女性,30歳代,営業事務,1,0
2025-08-19,Mie,三重県,女性,40歳代,営業,1,1
2025-08-19,Mie,三重県,女性,40歳代,営業事務,1,1
2025-08-19,Mie,三重県,女性,40歳代,管理職,1,1
2025-08-19,Mie,三重県,女性,40歳代,製造・技能職,2,2
2025-08-19,Mie,三重県,女性,60歳代,販売・サービス,1,1
2025-08-19,Mie,三重県,男性,20歳代,IT・技術職,1,0
2025-08-19,Mie,三重県,男性,20歳代,営業,3,1
2025-08-19,Mie,三重県,男性,20歳代,営業事務,1,0
2025-08-19,Mie,三重県,男性,20歳代,士業,1,0
2025-08-19,Mie,三重県,男性,30歳代,IT・技術職,1,1
2025-08-19,Mie,三重県,男性,30歳代,医療・福祉,1,1
2025-08-19,Mie,三重県,男性,30歳代,営業,1,1
2025-08-19,Mie,三重県,男性,30歳代,販売・サービス,1,1
2025-08-19,Mie,三重県,男性,40歳代,営業,1,1
2025-08-19,Mie,三重県,男性,40歳代,営業事務,1,0
2025-08-19,Mie,三重県,男性,40歳代,製造・技能職,1,1
2025-08-19,Mie,三重県,男性,60歳代,一般事務,1,0
2025-08-19,Miyagi,宮城県,女性,20歳代,一般事務,1,0
2025-08-19,Miyagi,宮城県,女性,20歳代,営業事務,1,1
2025-08-19,Miyagi,宮城県,女性,30歳代,営業,1,1
2025-08-19,Miyagi,宮城県,女性,30歳代,営業事務,1,0
2025-08-19,Miyagi,宮城県,女性,30歳代,製造・技能職,1,0
2025-08-19,Miyagi,宮城県,女性,40歳代,医療・福祉,1,0
2025-08-19,Miyagi,宮城県,女性,40歳代,営業,1,1
2025-08-19,Miyagi,宮城県,女性,40歳代,士業,1,1
2025-08-19,Miyagi,宮城県,女性,40歳代,管理職,1,0
2025-08-19,Miyagi,宮城県,女性,50歳代,一般事務,2,0
2025-08-19,Miyagi,宮城県,女性,50歳代,営業,2,0
2025-08-19,Miyagi,宮城県,女性,60歳代,一般事務,1,0
2025-08-19,Miyagi,宮城県,女性,60歳代,営業事務,1,0
2025-08-19,Miyagi,宮城県,男性,20歳代,一般事務,1,1
2025-08-19,Miyagi,宮城県,男性,20歳代,医療・福祉,1,0
2025-08-19,Miyagi,宮城県,男性,20歳代,営業事務,1,0
2025-08-19,Miyagi,宮城県,男性,20歳代,管理職,1,0
2025-08-19,Miyagi,宮城県,男性,20歳代,製造・技能職,1,0
2025-08-19,Miyagi,宮城県,男性,30歳代,一般事務,1,0
2025-08-19,Miyagi,宮城県,男性,30歳代,営業事務,2,1
2025-08-19,Miyagi,宮城県,男性,40歳代,IT・技術職,1,0
2025-08-19,Miyagi,宮城県,男性,40歳代,営業,2,2
2025-08-19,Miyagi,宮城県,男性,40歳代,管理職,2,1
2025-08-19,Miyagi,宮城県,男性,40歳代,販売・サービス,1,1
2025-08-19,Miyagi,宮城県,男性,50歳代,IT・技術職,1,0
2025-08-19,Miyagi,宮城県,男性,50歳代,医療・福祉,1,0
2025-08-19,Miyagi,宮城県,男性,50歳代,営業,1,0
2025-08-19,Miyagi,宮城県,男性,50歳代,製造・技能職,2,1
2025-08-19,Miyagi,宮城県,男性,60歳代,一般事務,1,0
2025-08-19,Miyazaki,宮崎県,女性,20歳代,士業,1,0
2025-08-19,Miyazaki,宮崎県,女性,30歳代,管理職,1,1
2025-08-19,Miyazaki,宮崎県,女性,40歳代,管理職,1,1
2025-08-19,Miyazaki,宮崎県,女性,60歳代,営業,1,1
2025-08-19,Miyazaki,宮崎県,男性,20歳代,一般事務,1,0
2025-08-19,Miyazaki,宮崎県,男性,20歳代,製造・技能職,1,0
2025-08-19,Miyazaki,宮崎県,男性,20歳代,販売・サービス,1,0
2025-08-19,Miyazaki,宮崎県,男性,50歳代,一般事務,1,1
2025-08-19,Miyazaki,宮崎県,男性,50歳代,医療・福祉,1,0
2025-08-19,Miyazaki,宮崎県,男性,60歳代,医療・福祉,1,0
2025-08-19,Nagano,長野県,女性,20歳代,医療・福祉,1,0
2025-08-19,Nagano,長野県,女性,20歳代,営業事務,1,0
2025-08-19,Nagano,長野県,女性,30歳代,IT・技術職,1,1
2025-08-19,Nagano,長野県,女性,30歳代,一般事務,1,1
2025-08-19,Nagano,長野県,女性,30歳代,営業,1,0
2025-08-19,Nagano,長野県,女性,30歳代,営業事務,1,1
2025-08-19,Nagano,長野県,女性,30歳代,士業,1,1
2025-08-19,Nagano,長野県,女性,30歳代,製造・技能職,1,1
2025-08-19,Nagano,長野県,女性,40歳代,営業事務,1,1
2025-08-19,Nagano,長野県,女性,40歳代,管理職,1,1
2025-08-19,Nagano,長野県,女性,40歳代,製造・技能職,3,1
2025-08-19,Nagano,長野県,女性,50歳代,IT・技術職,1,0
2025-08-19,Nagano,長野県,女性,50歳代,一般事務,1,1
2025-08-19,Nagano,長野県,女性,60歳代,管理職,1,1
2025-08-19,Nagano,長野県,男性,30歳代,IT・技術職,2,2
2025-08-19,Nagano,長野県,男性,30歳代,一般事務,2,1
2025-08-19,Nagano,長野県,男性,30歳代,営業,1,0
2025-08-19,Nagano,長野県,男性,30歳代,営業事務,1,0
2025-08-19,Nagano,長野県,男性,30歳代,製造・技能職,1,0
2025-08-19,Nagano,長野県,男性,40歳代,IT・技術職,1,1
2025-08-19,Nagano,長野県,男性,40歳代,一般事務,3,3
2025-08-19,Nagano,長野県,男性,40歳代,営業,1,1
2025-08-19,Nagano,長野県,男性,40歳代,製造・技能職,1,1
2025-08-19,Nagano,長野県,男性,40歳代,販売・サービス,1,0
2025-08-19,Nagano,長野県,男性,50歳代,営業事務,1,0
2025-08-19,Nagasaki,長崎県,女性,20歳代,営業,1,1
2025-08-19,Nagasaki,長崎県,女性,30歳代,一般事務,2,2
2025-08-19,Nagasaki,長崎県,女性,40歳代,一般事務,1,0
2025-08-19,Nagasaki,長崎県,女性,60歳代,士業,1,1
2025-08-19,Nagasaki,長崎県,男性,20歳代,一般事務,1,0
2025-08-19,Nagasaki,長崎県,男性,30歳代,医療・福祉,1,0
2025-08-19,Nagasaki,長崎県,男性,30歳代,営業事務,1,1
2025-08-19,Nagasaki,長崎県,男性,30歳代,製造・技能職,1,0
2025-08-19,Nagasaki,長崎県,男性,30歳代,販売・サービス,1,1
2025-08-19,Nagasaki,長崎県,男性,40歳代,営業,1,1
2025-08-19,Nagasaki,長崎県,男性,50歳代,IT・技術職,1,0
2025-08-19,Nagasaki,長崎県,男性,50歳代,製造・技能職,1,0
2025-08-19,Nara,奈良県,女性,20歳代,一般事務,1,1
2025-08-19,Nara,奈良県,女性,30歳代,IT・技術職,1,1
2025-08-19,Nara,奈良県,女性,50歳代,IT・技術職,1,0
2025-08-19,Nara,奈良県,女性,60歳代,営業事務,1,0
2025-08-19,Nara,奈良県,男性,20歳代,製造・技能職,1,0
2025-08-19,Nara,奈良県,男性,20歳代,販売・サービス,1,0
2025-08-19,Nara,奈良県,男性,30歳代,医療・福祉,1,0
2025-08-19,Nara,奈良県,男性,30歳代,営業,1,0
2025-08-19,Nara,奈良県,男性,30歳代,販売・サービス,1,1
2025-08-19,Nara,奈良県,男性,40歳代,IT・技術職,3,1
2025-08-19,Nigata,新潟県,女性,20歳代,IT・技術職,1,0
2025-08-19,Nigata,新潟県,女性,20歳代,一般事務,1,0
2025-08-19,Nigata,新潟県,女性,20歳代,販売・サービス,1,0
2025-08-19,Nigata,新潟県,女性,30歳代,IT・技術職,1,1
2025-08-19,Nigata,新潟県,女性,30歳代,医療・福祉,2,1
2025-08-19,Nigata,新潟県,女性,30歳代,製造・技能職,1,0
2025-08-19,Nigata,新潟県,女性,40歳代,IT・技術職,2,1
2025-08-19,Nigata,新潟県,女性,40歳代,一般事務,1,1
2025-08-19,Nigata,新潟県,女性,40歳代,医療・福祉,1,0
2025-08-19,Nigata,新潟県,女性,60歳代,営業,1,1
2025-08-19,Nigata,新潟県,女性,60歳代,販売・サービス,1,0
2025-08-19,Nigata,新潟県,男性,20歳代,一般事務,1,0
